STATION,NAME,DATE,PRCP
US1VAAR0008,"ARLINGTON 0.3 E, VA US",3/25/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",3/26/2016,0.01
US1VAAR0008,"ARLINGTON 0.3 E, VA US",3/27/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",3/28/2016,0.38
US1VAAR0008,"ARLINGTON 0.3 E, VA US",3/29/2016,0.03
US1VAAR0008,"ARLINGTON 0.3 E, VA US",4/13/2016,0.03
US1VAAR0008,"ARLINGTON 0.3 E, VA US",4/14/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",4/15/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",4/16/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",4/17/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",4/18/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",4/19/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",4/20/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",4/21/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",4/22/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",4/23/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",4/24/2016,0.3
US1VAAR0008,"ARLINGTON 0.3 E, VA US",4/26/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",4/27/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",5/19/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",5/20/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",5/21/2016,0.23
US1VAAR0008,"ARLINGTON 0.3 E, VA US",5/22/2016,0.51
US1VAAR0008,"ARLINGTON 0.3 E, VA US",5/23/2016,0.54
US1VAAR0008,"ARLINGTON 0.3 E, VA US",5/24/2016,0.23
US1VAAR0008,"ARLINGTON 0.3 E, VA US",5/25/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",5/26/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",6/15/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",6/16/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",6/17/2016,0.49
US1VAAR0008,"ARLINGTON 0.3 E, VA US",6/18/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",6/19/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",6/20/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",6/21/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",6/22/2016,1.23
US1VAAR0008,"ARLINGTON 0.3 E, VA US",6/23/2016,0.36
US1VAAR0008,"ARLINGTON 0.3 E, VA US",6/24/2016,0.27
US1VAAR0008,"ARLINGTON 0.3 E, VA US",6/25/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",6/26/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",6/27/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",6/28/2016,0.54
US1VAAR0008,"ARLINGTON 0.3 E, VA US",6/29/2016,0.81
US1VAAR0008,"ARLINGTON 0.3 E, VA US",9/23/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",9/24/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",9/25/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",9/26/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",9/27/2016,0.32
US1VAAR0008,"ARLINGTON 0.3 E, VA US",9/28/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",9/29/2016,1.87
US1VAAR0008,"ARLINGTON 0.3 E, VA US",9/30/2016,0.42
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/1/2016,0.32
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/2/2016,0.24
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/3/2016,0.01
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/4/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/5/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/6/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/7/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/8/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/9/2016,0.27
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/22/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/23/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/24/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/25/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/26/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/27/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/28/2016,0.07
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/29/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/30/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/31/2016,0.03
US1VAAR0008,"ARLINGTON 0.3 E, VA US",11/1/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",11/2/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",11/3/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",11/4/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",11/5/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",11/6/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",11/7/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",11/9/2016,0.08
US1VAAR0008,"ARLINGTON 0.3 E, VA US",11/10/2016,0.07
US1VAAR0008,"ARLINGTON 0.3 E, VA US",11/11/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",11/12/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",11/13/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",11/14/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",11/15/2016,0.02
US1VAAR0008,"ARLINGTON 0.3 E, VA US",11/16/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",11/17/2016,0.02
US1VAAR0008,"ARLINGTON 0.3 E, VA US",11/18/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",11/19/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",11/20/2016,0.06
US1VAAR0008,"ARLINGTON 0.3 E, VA US",11/21/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",11/22/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",11/23/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",11/24/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",11/25/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",11/26/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",11/27/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",11/28/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",11/29/2016,0.01
US1VAAR0008,"ARLINGTON 0.3 E, VA US",11/30/2016,0.15
US1VAAR0008,"ARLINGTON 0.3 E, VA US",12/1/2016,0.63
US1VAAR0008,"ARLINGTON 0.3 E, VA US",12/2/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",12/3/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",12/15/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",12/16/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",12/17/2016,0.07
US1VAAR0008,"ARLINGTON 0.3 E, VA US",12/18/2016,0.18
US1VAAR0008,"ARLINGTON 0.3 E, VA US",12/19/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",12/20/2016,0.01
US1VAAR0008,"ARLINGTON 0.3 E, VA US",12/22/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",12/23/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",12/28/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",12/29/2016,0.18
US1VAAR0008,"ARLINGTON 0.3 E, VA US",12/30/2016,0.06
US1VAAR0008,"ARLINGTON 0.3 E, VA US",12/31/2016,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",1/1/2017,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",1/2/2017,0.09
US1VAAR0008,"ARLINGTON 0.3 E, VA US",1/3/2017,0.34
US1VAAR0008,"ARLINGTON 0.3 E, VA US",1/4/2017,0.34
US1VAAR0008,"ARLINGTON 0.3 E, VA US",1/5/2017,0.03
US1VAAR0008,"ARLINGTON 0.3 E, VA US",1/6/2017,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",1/7/2017,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",1/19/2017,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",1/20/2017,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",1/21/2017,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",1/22/2017,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",1/23/2017,0.22
US1VAAR0008,"ARLINGTON 0.3 E, VA US",1/24/2017,0.76
US1VAAR0008,"ARLINGTON 0.3 E, VA US",1/25/2017,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",1/26/2017,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",1/27/2017,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",1/28/2017,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",1/29/2017,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",1/30/2017,0.05
US1VAAR0008,"ARLINGTON 0.3 E, VA US",1/31/2017,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",2/1/2017,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",2/2/2017,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",2/3/2017,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",2/4/2017,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",2/5/2017,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",2/6/2017,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",2/7/2017,0.01
US1VAAR0008,"ARLINGTON 0.3 E, VA US",2/8/2017,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",2/9/2017,0.11
US1VAAR0008,"ARLINGTON 0.3 E, VA US",2/15/2017,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",2/16/2017,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",2/26/2017,0.17
US1VAAR0008,"ARLINGTON 0.3 E, VA US",3/1/2017,0.35
US1VAAR0008,"ARLINGTON 0.3 E, VA US",3/2/2017,0.19
US1VAAR0008,"ARLINGTON 0.3 E, VA US",3/3/2017,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",3/4/2017,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",3/5/2017,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",3/6/2017,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",3/7/2017,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",3/8/2017,0.11
US1VAAR0008,"ARLINGTON 0.3 E, VA US",3/9/2017,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",3/10/2017,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",4/5/2017,0.02
US1VAAR0008,"ARLINGTON 0.3 E, VA US",4/6/2017,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",4/7/2017,1.35
US1VAAR0008,"ARLINGTON 0.3 E, VA US",4/8/2017,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",4/9/2017,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",4/10/2017,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",4/11/2017,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",4/13/2017,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",4/14/2017,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",4/15/2017,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",4/16/2017,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",4/17/2017,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",4/18/2017,0.12
US1VAAR0008,"ARLINGTON 0.3 E, VA US",4/19/2017,0.01
US1VAAR0008,"ARLINGTON 0.3 E, VA US",4/20/2017,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",4/21/2017,0.08
US1VAAR0008,"ARLINGTON 0.3 E, VA US",4/22/2017,0.04
US1VAAR0008,"ARLINGTON 0.3 E, VA US",4/23/2017,0.31
US1VAAR0008,"ARLINGTON 0.3 E, VA US",4/25/2017,0.3
US1VAAR0008,"ARLINGTON 0.3 E, VA US",4/26/2017,0.08
US1VAAR0008,"ARLINGTON 0.3 E, VA US",4/27/2017,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",4/28/2017,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",4/29/2017,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",4/30/2017,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",5/1/2017,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",5/2/2017,0.02
US1VAAR0008,"ARLINGTON 0.3 E, VA US",5/3/2017,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",5/4/2017,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",8/13/2018,0.91
US1VAAR0008,"ARLINGTON 0.3 E, VA US",8/14/2018,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",8/15/2018,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",8/16/2018,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",8/17/2018,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",8/18/2018,0.02
US1VAAR0008,"ARLINGTON 0.3 E, VA US",8/19/2018,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",8/20/2018,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",8/21/2018,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",8/22/2018,2.09
US1VAAR0008,"ARLINGTON 0.3 E, VA US",8/23/2018,0.03
US1VAAR0008,"ARLINGTON 0.3 E, VA US",8/24/2018,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",8/25/2018,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",8/26/2018,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",8/27/2018,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",8/28/2018,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",8/29/2018,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",8/30/2018,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",8/31/2018,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",9/1/2018,2.83
US1VAAR0008,"ARLINGTON 0.3 E, VA US",9/2/2018,1.85
US1VAAR0008,"ARLINGTON 0.3 E, VA US",9/3/2018,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",9/4/2018,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",9/5/2018,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",9/6/2018,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",9/7/2018,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",9/8/2018,2.65
US1VAAR0008,"ARLINGTON 0.3 E, VA US",9/9/2018,0.65
US1VAAR0008,"ARLINGTON 0.3 E, VA US",9/10/2018,1.43
US1VAAR0008,"ARLINGTON 0.3 E, VA US",9/11/2018,0.04
US1VAAR0008,"ARLINGTON 0.3 E, VA US",9/12/2018,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",9/13/2018,0.01
US1VAAR0008,"ARLINGTON 0.3 E, VA US",9/14/2018,0.03
US1VAAR0008,"ARLINGTON 0.3 E, VA US",9/15/2018,0.01
US1VAAR0008,"ARLINGTON 0.3 E, VA US",9/16/2018,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",9/17/2018,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",9/18/2018,1.77
US1VAAR0008,"ARLINGTON 0.3 E, VA US",9/19/2018,0.67
US1VAAR0008,"ARLINGTON 0.3 E, VA US",9/20/2018,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",9/21/2018,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",9/22/2018,0.13
US1VAAR0008,"ARLINGTON 0.3 E, VA US",9/23/2018,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",9/24/2018,0.82
US1VAAR0008,"ARLINGTON 0.3 E, VA US",9/25/2018,0.78
US1VAAR0008,"ARLINGTON 0.3 E, VA US",9/26/2018,0.06
US1VAAR0008,"ARLINGTON 0.3 E, VA US",9/27/2018,0.16
US1VAAR0008,"ARLINGTON 0.3 E, VA US",9/28/2018,1.32
US1VAAR0008,"ARLINGTON 0.3 E, VA US",9/29/2018,0.01
US1VAAR0008,"ARLINGTON 0.3 E, VA US",9/30/2018,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/1/2018,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/2/2018,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/3/2018,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/4/2018,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/5/2018,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/6/2018,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/7/2018,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/8/2018,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/16/2018,0.07
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/17/2018,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/18/2018,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/19/2018,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/20/2018,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/21/2018,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/22/2018,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/23/2018,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/24/2018,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/25/2018,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/26/2018,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/27/2018,0.92
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/28/2018,0.24
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/29/2018,0.03
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/30/2018,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",10/31/2018,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",11/1/2018,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",11/2/2018,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",11/3/2018,1.17
US1VAAR0008,"ARLINGTON 0.3 E, VA US",11/4/2018,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",11/5/2018,0.33
US1VAAR0008,"ARLINGTON 0.3 E, VA US",11/6/2018,0.85
US1VAAR0008,"ARLINGTON 0.3 E, VA US",11/7/2018,0.83
US1VAAR0008,"ARLINGTON 0.3 E, VA US",11/8/2018,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",11/9/2018,0.01
US1VAAR0008,"ARLINGTON 0.3 E, VA US",11/10/2018,0.39
US1VAAR0008,"ARLINGTON 0.3 E, VA US",11/11/2018,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",11/12/2018,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",11/13/2018,0.96
US1VAAR0008,"ARLINGTON 0.3 E, VA US",11/14/2018,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",11/15/2018,0.04
US1VAAR0008,"ARLINGTON 0.3 E, VA US",11/16/2018,1.17
US1VAAR0008,"ARLINGTON 0.3 E, VA US",12/3/2018,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",12/4/2018,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",12/5/2018,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",12/6/2018,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",12/7/2018,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",12/8/2018,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",12/9/2018,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",12/10/2018,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",12/11/2018,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",12/12/2018,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",12/13/2018,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",12/14/2018,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",12/15/2018,0.58
US1VAAR0008,"ARLINGTON 0.3 E, VA US",12/16/2018,2.84
US1VAAR0008,"ARLINGTON 0.3 E, VA US",12/17/2018,0.22
US1VAAR0008,"ARLINGTON 0.3 E, VA US",12/18/2018,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",12/19/2018,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",12/20/2018,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",12/21/2018,0.45
US1VAAR0008,"ARLINGTON 0.3 E, VA US",12/22/2018,0.1
US1VAAR0008,"ARLINGTON 0.3 E, VA US",12/23/2018,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",12/31/2018,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",1/1/2019,0.51
US1VAAR0008,"ARLINGTON 0.3 E, VA US",1/2/2019,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",1/3/2019,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",1/4/2019,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",1/5/2019,0.11
US1VAAR0008,"ARLINGTON 0.3 E, VA US",1/6/2019,0.02
US1VAAR0008,"ARLINGTON 0.3 E, VA US",1/7/2019,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",1/8/2019,0.08
US1VAAR0008,"ARLINGTON 0.3 E, VA US",1/9/2019,0.12
US1VAAR0008,"ARLINGTON 0.3 E, VA US",1/10/2019,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",1/11/2019,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",1/12/2019,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",1/13/2019,0.37
US1VAAR0008,"ARLINGTON 0.3 E, VA US",1/14/2019,0.53
US1VAAR0008,"ARLINGTON 0.3 E, VA US",1/15/2019,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",1/16/2019,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",1/17/2019,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",1/18/2019,0.08
US1VAAR0008,"ARLINGTON 0.3 E, VA US",1/19/2019,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",1/20/2019,0.86
US1VAAR0008,"ARLINGTON 0.3 E, VA US",1/21/2019,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",1/22/2019,0
US1VAAR0008,"ARLINGTON 0.3 E, VA US",1/23/2019,0
